iisID,age,education,job,gender,region,ethnicity,tk2017,tk2021
112001582225,48,Master,Entrepreneur,Male,East  of the country,First generation Western immigrant,D66,D66
112001590570,66,Bachelor,Retired,Male,South  of the country,Dutch origin,PvdA,SP
112001590998,32,Bachelor,Housewife/Househusband or else,Male,West of the country,Dutch origin,GL,D66
112001591017,38,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,VVD,CDA
112001615172,51,MBO 2-4,Entrepreneur,Male,West of the country,Dutch origin,VVD,VVD
112001632664,77,VMBO-T,Retired,Male,South  of the country,Dutch origin,PVV,FvD
112001633565,73,VMBO-T,Retired,Male,North  of the country,Dutch origin,PvdD,PvdD
112001652468,61,HAVO/VWO,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PvdA,NA
112001662751,64,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,SP,SP
112001667374,71,VMBO-T,Retired,Female,West of the country,Dutch origin,ChristenUnie,PVV
112001670424,51,VMBO-T,Part-time employed,Male,East  of the country,Dutch origin,GL,GL
112001679423,63,Bachelor,Entrepreneur,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,NA
112001679896,63,"VMBO, MBO 1",Part-time employed,Male,South  of the country,Dutch origin,Not,D66
112001685485,72,Bachelor,Retired,Female,West of the country,Dutch origin,SP,SP
112001703044,34,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,CDA,NA
112001720481,34,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,D66,SP
112001721828,24,Bachelor,Student or full-time education,Male,North  of the country,Dutch origin,GL,D66
112001722101,26,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,PvdA,PvdA
112001725595,58,Bachelor,Part-time employed,Male,West of the country,Dutch origin,D66,D66
112001735251,61,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,Other
112001736852,32,MBO 2-4,Full-time employed,Male,West of the country,Dutch origin,PvdD,Other
112001745462,64,Bachelor,Full-time employed,Female,South  of the country,Second generation Western immigrant,SP,Other
112001746163,52,Bachelor,Part-time employed,Female,West of the country,Dutch origin,GL,PvdA
112001746245,53,VMBO-T,Housewife/Househusband or else,Female,West of the country,Second generation non-Western immigrant,SP,PvdD
112001748001,54,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,D66,NA
112001748901,36,Bachelor,Full-time employed,Male,West of the country,Dutch origin,NA,D66
112001752307,47,Bachelor,Part-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,GL
112001769788,61,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112001777479,67,MBO 2-4,Retired,Female,South  of the country,Dutch origin,GL,GL
112001777897,30,Bachelor,Full-time employed,Female,West of the country,Dutch origin,GL,D66
112001778716,24,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,GL,50+
112001801863,32,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,VVD,VVD
112001803192,46,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,ChristenUnie,PvdD
112001806968,45,Master,Housewife/Househusband or else,Male,South  of the country,Dutch origin,CDA,NA
112001820775,53,VMBO-T,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation Western immigrant,GL,D66
112001825907,60,MBO 2-4,Retired,Male,North  of the country,Dutch origin,FvD,SP
112001828919,62,"VMBO, MBO 1",Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,D66
112001829283,51,HAVO/VWO,Unemployed and searching for a job,Male,West of the country,Dutch origin,NA,Other
112001829347,73,HAVO/VWO,Retired,Female,South  of the country,Dutch origin,50+,CDA
112001830513,47,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112001831178,33,"VMBO, MBO 1",Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation non-Western immigrant,Denk,Denk
112001834108,33,MBO 2-4,Full-time employed,Male,West of the country,Dutch origin,PvdD,GL
112001834171,41,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
112001834744,48,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,NA,VVD
112001840097,62,VMBO-T,Entrepreneur,Male,South  of the country,Dutch origin,PVV,D66
112001842317,60,"VMBO, MBO 1",Part-time employed,Male,West of the country,Dutch origin,FvD,NA
112001843018,47,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,FvD,NA
112001848422,31,Bachelor,Full-time employed,Female,West of the country,Dutch origin,NA,VVD
112001850653,49,Master,Part-time employed,Male,East  of the country,Dutch origin,ChristenUnie,ChristenUnie
112001858442,75,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,FvD,PVV
112001859225,58,HAVO/VWO,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Other,50+
112001859734,70,MBO 2-4,Retired,Female,South  of the country,Dutch origin,SP,SP
112001861356,53,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,50+,VVD
112001871158,64,VMBO-T,Full-time employed,Male,East  of the country,Dutch origin,VVD,NA
112001872804,46,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,East  of the country,First generation non-Western immigrant,CDA,CDA
112001873669,58,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,50+,PvdA
112001875925,60,"VMBO, MBO 1",Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,FvD
112001882706,25,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,D66
112001883798,52,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112001896139,29,Bachelor,Full-time employed,Female,West of the country,Dutch origin,PVV,PVV
112001898113,26,VMBO-T,Entrepreneur,Female,South  of the country,Dutch origin,Not,NA
112001913179,70,"VMBO, MBO 1",Retired,Male,South  of the country,Dutch origin,D66,GL
112001913833,25,Master,Full-time employed,Female,South  of the country,Dutch origin,D66,CDA
112001915962,74,Master,Retired,Male,South  of the country,Dutch origin,ChristenUnie,CDA
112001918374,32,Bachelor,Part-time employed,Male,West of the country,Dutch origin,GL,GL
112001919639,56,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,SGP,SGP
112001921342,34,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,GL,GL
112001922289,49,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,ChristenUnie,NA
112001922989,69,VMBO-T,Retired,Female,West of the country,Dutch origin,PVV,NA
112001924472,53,VMBO-T,Unemployed and searching for a job,Female,East  of the country,Dutch origin,SGP,SGP
112001926692,64,HAVO/VWO,Unemployed and searching for a job,Male,South  of the country,Dutch origin,VVD,VVD
112001928376,40,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,PVV,NA
112001932809,22,MBO 2-4,Part-time employed,Female,East  of the country,Dutch origin,PvdD,50+
112001935220,61,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,FvD,CDA
112001938450,50,VMBO-T,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,VVD
112001942074,59,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,ChristenUnie,NA
112001947679,55,VMBO-T,Housewife/Househusband or else,Female,East  of the country,Dutch origin,Not,SP
112001959046,77,Bachelor,Retired,Female,South  of the country,Second generation Western immigrant,SP,PvdA
112001972843,57,"VMBO, MBO 1",Full-time employed,Male,East  of the country,Dutch origin,SP,NA
112001973517,36,MBO 2-4,Entrepreneur,Female,North  of the country,Dutch origin,PVV,PVV
112001975219,45,HAVO/VWO,Part-time employed,Male,West of the country,NA,ChristenUnie,NA
112001975764,60,"VMBO, MBO 1",Housewife/Househusband or else,Male,South  of the country,Dutch origin,SP,PVV
112001981471,51,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,PvdD,SP
112001982318,51,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,North  of the country,Dutch origin,SP,FvD
112001984138,71,Bachelor,Retired,Male,East  of the country,Dutch origin,PvdA,PvdA
112001985066,56,Bachelor,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,D66,NA
112001987140,38,Bachelor,Part-time employed,Male,West of the country,Dutch origin,VVD,D66
112001989415,22,Master,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation non-Western immigrant,GL,NA
112001990072,73,VMBO-T,Retired,Female,West of the country,Dutch origin,CDA,CDA
112002000262,69,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,PVV,NA
112002002337,67,Bachelor,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,50+,VVD
112002018480,75,VMBO-T,Retired,Female,North  of the country,Dutch origin,Not,VVD
112002020293,31,MBO 2-4,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,SP
112002023750,76,VMBO-T,Retired,Female,North  of the country,Dutch origin,GL,ChristenUnie
112002029856,80,Bachelor,Retired,Male,South  of the country,NA,CDA,ChristenUnie
112002034717,43,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation non-Western immigrant,D66,PvdA
112002036119,51,Bachelor,Full-time employed,Male,South  of the country,First generation non-Western immigrant,SP,SP
112002036191,76,VMBO-T,Part-time employed,Female,South  of the country,Dutch origin,VVD,NA
112002038584,45,MBO 2-4,Unemployed and searching for a job,Male,West of the country,Second generation non-Western immigrant,ChristenUnie,NA
112002040651,49,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112002047721,70,"VMBO, MBO 1",Retired,Female,West of the country,Dutch origin,SP,PvdA
112002048722,49,Master,Unemployed and searching for a job,Male,East  of the country,Dutch origin,PvdD,NA
112002049805,54,MBO 2-4,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,ChristenUnie,NA
112002051318,41,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,PVV,Not
112002058051,69,VMBO-T,Retired,Male,East  of the country,Dutch origin,PvdA,PvdA
112002067389,42,Bachelor,Full-time employed,Male,West of the country,Dutch origin,VVD,VVD
112002069409,48,"VMBO, MBO 1",Unemployed and searching for a job,Male,West of the country,Dutch origin,Not,NA
112002071167,66,VMBO-T,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,SP
112002073578,65,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,NA,D66
112002076326,48,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,PvdA,PvdA
112002076853,72,VMBO-T,Retired,Female,West of the country,Dutch origin,FvD,JA21
112002079601,34,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,VVD,NA
112002088157,46,VMBO-T,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,GL
112002099414,27,HAVO/VWO,Part-time employed,Female,West of the country,Dutch origin,Other,JA21
112002099696,31,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,SP
112002102167,28,Master,Full-time employed,Male,West of the country,Dutch origin,D66,D66
112002103368,41,Bachelor,Part-time employed,Male,West of the country,Dutch origin,PvdA,VVD
112002103422,34,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,VVD,VVD
112002107826,67,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,PVV,PVV
112002113242,32,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,VVD
112002114498,26,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,SGP,NA
112002126929,52,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,PVV,PVV
112002127111,72,"VMBO, MBO 1",Retired,Male,South  of the country,Dutch origin,SP,SP
112002136830,36,MBO 2-4,Full-time employed,Female,West of the country,Second generation non-Western immigrant,Denk,Denk
112002155179,38,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,Not,NA
112002159337,48,Bachelor,Part-time employed,Male,East  of the country,Dutch origin,D66,D66
112002172407,37,Bachelor,Full-time employed,Female,West of the country,Dutch origin,D66,D66
112002175664,31,MBO 2-4,Entrepreneur,Female,North  of the country,Dutch origin,PVV,NA
112002177884,30,HAVO/VWO,Full-time employed,Male,East  of the country,Dutch origin,PVV,PVV
112002184501,51,"VMBO, MBO 1",Full-time employed,Male,South  of the country,Dutch origin,PVV,PVV
112002186212,24,Bachelor,Full-time employed,Male,North  of the country,Dutch origin,D66,GL
112002188023,38,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,D66
112002188078,32,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,PVV,NA
112002189497,28,Bachelor,Entrepreneur,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,PvdA
112002193366,46,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,Not,D66
112002200977,21,Master,Student or full-time education,Male,East  of the country,Dutch origin,VVD,D66
112002207765,19,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,New,VVD
112002213281,37,HAVO/VWO,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112002219469,31,Bachelor,Full-time employed,Female,West of the country,Dutch origin,FvD,FvD
112002219541,31,MBO 2-4,Full-time employed,Male,East  of the country,Second generation non-Western immigrant,PvdD,NA
112002223283,21,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,SGP,SGP
112002225467,71,MBO 2-4,Retired,Female,East  of the country,Dutch origin,FvD,FvD
112002227105,42,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,PVV,SP
112002227696,33,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112002231492,29,Bachelor,Full-time employed,Male,West of the country,Second generation Western immigrant,VVD,VVD
112002231810,29,Bachelor,Entrepreneur,Male,South  of the country,Dutch origin,VVD,VVD
112002236851,42,"VMBO, MBO 1",Full-time employed,Male,East  of the country,Dutch origin,VVD,NA
112002243314,51,VMBO-T,Part-time employed,Male,West of the country,Second generation Western immigrant,PvdD,PvdD
112002247863,29,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,SP
112002249092,25,Master,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,VVD
112002250195,46,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,PVV
112002256773,38,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,SP,PVV
112002258957,26,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,VVD,GL
112002262871,53,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,SP,Not
112002263827,46,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,SGP,SGP
112002263918,64,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,South  of the country,First generation Western immigrant,PvdA,NA
112002266602,30,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,NA,PVV
112002272582,46,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Second generation Western immigrant,Not,NA
112002273856,28,VMBO-T,Entrepreneur,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,PvdA
112002275676,27,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,NA
112002277414,58,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,D66,NA
112002279252,20,Bachelor,Student or full-time education,Female,West of the country,Second generation non-Western immigrant,New,Denk
112002281465,69,HAVO/VWO,Retired,Male,South  of the country,Dutch origin,VVD,CDA
112002281965,71,HAVO/VWO,Retired,Female,West of the country,Dutch origin,Not,VVD
112002282484,52,Bachelor,Entrepreneur,Female,North  of the country,Dutch origin,PvdA,Other
112002287307,22,HAVO/VWO,Entrepreneur,Male,South  of the country,Dutch origin,D66,NA
112002287370,28,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
112002287470,37,MBO 2-4,Entrepreneur,Female,West of the country,Dutch origin,D66,D66
112002287507,26,"VMBO, MBO 1",Entrepreneur,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
112002287725,46,Master,Part-time employed,Male,South  of the country,Dutch origin,ChristenUnie,ChristenUnie
112002288026,61,"VMBO, MBO 1",Housewife/Househusband or else,Male,South  of the country,Dutch origin,CDA,CDA
112002288217,69,HAVO/VWO,Retired,Male,South  of the country,Dutch origin,SP,FvD
112002288371,64,HAVO/VWO,Housewife/Househusband or else,Female,West of the country,Dutch origin,CDA,VVD
112002288580,57,Bachelor,Entrepreneur,Male,East  of the country,Dutch origin,PvdD,NA
112002288780,26,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,PVV,PVV
112002288853,32,MBO 2-4,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112002288962,66,VMBO-T,Retired,Male,East  of the country,Dutch origin,SP,NA
112002289045,46,Bachelor,Full-time employed,Female,West of the country,Dutch origin,PvdD,PvdD
112002289072,44,Bachelor,Part-time employed,Male,West of the country,Dutch origin,FvD,CDA
112002289445,55,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,ChristenUnie,ChristenUnie
112002290557,48,"VMBO, MBO 1",Part-time employed,Male,East  of the country,Dutch origin,GL,NA
112002291321,36,"VMBO, MBO 1",Full-time employed,Female,West of the country,Dutch origin,SP,NA
112002291585,24,HAVO/VWO,Full-time employed,Female,West of the country,Dutch origin,FvD,CDA
112002291867,22,MBO 2-4,Student or full-time education,Female,East  of the country,Dutch origin,VVD,VVD
112002292186,62,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,South  of the country,Second generation Western immigrant,PVV,PVV
112002292531,23,Master,Student or full-time education,Female,North  of the country,Dutch origin,GL,GL
112002292722,20,Bachelor,Student or full-time education,Female,South  of the country,Dutch origin,New,JA21
112002292840,23,Master,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,JA21
112002293241,23,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,PVV,NA
112002293387,68,"VMBO, MBO 1",Retired,Male,South  of the country,Dutch origin,PvdA,NA
112002293478,75,MBO 2-4,Retired,Female,West of the country,Dutch origin,CDA,NA
112002293987,23,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,VVD,NA
112002294206,34,Bachelor,Part-time employed,Male,South  of the country,Dutch origin,PVV,NA
112002294315,33,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,PVV,PVV
112002295498,74,MBO 2-4,Retired,Male,South  of the country,First generation non-Western immigrant,Not,NA
112002296644,27,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,PVV,FvD
112002302227,20,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,New,FvD
112002303200,22,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,D66,PvdD
112002303219,43,Bachelor,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112002303319,31,Master,Full-time employed,Male,West of the country,Dutch origin,GL,PvdA
112002306921,47,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,SP,SP
112002307904,26,HAVO/VWO,Full-time employed,Female,East  of the country,Dutch origin,D66,D66
112002312392,36,Bachelor,Part-time employed,Female,West of the country,Dutch origin,PvdD,PvdD
112002314285,20,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,New,GL
112002324750,38,MBO 2-4,Unemployed and searching for a job,Female,West of the country,Dutch origin,D66,JA21
112002333215,67,Bachelor,Retired,Female,East  of the country,Dutch origin,D66,NA
112002337800,22,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,GL,SP
112002337991,63,Bachelor,Part-time employed,Female,West of the country,Dutch origin,SP,SP
112002338674,56,VMBO-T,Entrepreneur,Male,East  of the country,Dutch origin,VVD,NA
112002339302,31,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,PvdA
112002345255,57,Bachelor,Part-time employed,Male,West of the country,First generation non-Western immigrant,VVD,VVD
112002365577,22,MBO 2-4,Part-time employed,Male,North  of the country,Second generation Western immigrant,PvdA,NA
112002367306,32,Bachelor,Full-time employed,Female,West of the country,Dutch origin,Not,NA
112002369208,24,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,GL,GL
112002374687,55,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,FvD,PVV
112002377535,36,MBO 2-4,Housewife/Househusband or else,Male,West of the country,Dutch origin,CDA,VVD
112002384698,25,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,CDA,NA
112002388147,31,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation non-Western immigrant,VVD,ChristenUnie
112002391351,51,MBO 2-4,Housewife/Househusband or else,Male,South  of the country,Dutch origin,PvdD,PvdD
112002393662,31,Master,Full-time employed,Male,West of the country,Dutch origin,GL,VVD
112002394636,60,Bachelor,Full-time employed,Female,North  of the country,Dutch origin,CDA,CDA
112002398358,26,"VMBO, MBO 1",Entrepreneur,Female,North  of the country,Dutch origin,PVV,SP
112002407225,30,Master,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,SP
112002407443,39,Bachelor,Part-time employed,Male,West of the country,Dutch origin,ChristenUnie,ChristenUnie
112002410948,53,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,50+,NA
112002414906,43,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,PVV,PVV
112002415743,28,MBO 2-4,Full-time employed,Male,East  of the country,First generation non-Western immigrant,PvdD,CDA
112002431034,61,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,PVV,NA
112002433872,52,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,North  of the country,Dutch origin,NA,PVV
112002435965,34,MBO 2-4,Unemployed and searching for a job,Male,West of the country,Dutch origin,CDA,NA
112002440344,63,VMBO-T,Part-time employed,Female,North  of the country,Dutch origin,GL,NA
112002445621,56,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,SP
112002449316,29,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,VVD,BBB
112002449970,54,HAVO/VWO,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,NA
112002451274,65,VMBO-T,Part-time employed,Female,East  of the country,Dutch origin,PVV,PVV
112002455369,65,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,GL,PvdA
112002455505,65,MBO 2-4,Retired,Male,South  of the country,Dutch origin,D66,D66
112002457070,46,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,PVV,PVV
112002459090,42,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,SP,SP
112002459154,55,Elementary,Unemployed and searching for a job,Female,West of the country,Dutch origin,Not,NA
112002460275,40,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,SP,NA
112002460484,32,Master,Full-time employed,Female,West of the country,Second generation Western immigrant,VVD,NA
112002463114,38,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,VVD,VVD
112002467163,51,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,ChristenUnie,PVV
112002467390,48,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,SP,NA
112002479149,41,HAVO/VWO,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112002479676,28,Bachelor,Part-time employed,Male,South  of the country,Second generation Western immigrant,Not,Other
112002479912,46,"VMBO, MBO 1",Housewife/Househusband or else,Male,South  of the country,Dutch origin,PVV,PVV
112002482244,28,Bachelor,Full-time employed,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
112002487576,43,MBO 2-4,Part-time employed,Male,North  of the country,Dutch origin,VVD,VVD
112002488140,61,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,Not,FvD
112002489541,36,Bachelor,Full-time employed,Female,East  of the country,Second generation non-Western immigrant,VVD,PVV
112002490553,59,VMBO-T,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PvdA,NA
112002493038,57,VMBO-T,Full-time employed,Female,South  of the country,Dutch origin,NA,VVD
112002499498,59,"VMBO, MBO 1",Unemployed and searching for a job,Female,West of the country,Dutch origin,CDA,CDA
112002500803,21,Bachelor,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SGP,NA
112002500821,73,VMBO-T,Retired,Female,South  of the country,Dutch origin,ChristenUnie,ChristenUnie
112002504098,65,MBO 2-4,Retired,Male,North  of the country,Dutch origin,SP,PvdA
112002507973,53,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,VVD,VVD
112002509884,36,Bachelor,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation Western immigrant,NA,Other
112002511306,43,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,CDA,FvD
112002513426,29,MBO 2-4,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,VVD
112002517420,31,Bachelor,Part-time employed,Male,East  of the country,Dutch origin,ChristenUnie,NA
112002519586,28,Master,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,GL
112002521426,48,HAVO/VWO,Entrepreneur,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Other,PVV
112002522154,66,MBO 2-4,Retired,Female,East  of the country,Dutch origin,ChristenUnie,ChristenUnie
112002522772,34,Bachelor,Full-time employed,Female,West of the country,First generation non-Western immigrant,New,D66
112002524492,19,Bachelor,Student or full-time education,Male,East  of the country,Dutch origin,New,CDA
112002528296,46,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,PvdD,PvdD
112002529715,47,Master,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,Not,NA
112002534094,29,Master,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112002534476,30,Bachelor,Part-time employed,Female,West of the country,Second generation non-Western immigrant,SP,SP
112002537151,66,MBO 2-4,Retired,Female,West of the country,Dutch origin,PvdA,PvdA
112002543013,54,HAVO/VWO,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation Western immigrant,Not,D66
112002545206,30,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,VVD,D66
112002546034,19,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,New,CDA
112002546525,70,"VMBO, MBO 1",Retired,Female,West of the country,Dutch origin,PvdA,PvdA
112002546934,26,Bachelor,Part-time employed,Female,East  of the country,Dutch origin,GL,GL
112002547171,49,MBO 2-4,Housewife/Househusband or else,Male,West of the country,Dutch origin,Not,NA
